,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
5304,2022-23,13,63115.0,Imperial,Central Union High,4237,3795,89.6,442,10.4
5305,2022-23,13,63123.0,Imperial,El Centro Elementary,5771,5217,90.4,554,9.6
5306,2022-23,13,63131.0,Imperial,Heber Elementary,1239,1171,94.5,68,5.5
5307,2022-23,13,63149.0,Imperial,Holtville Unified,1656,1500,90.6,156,9.4
5308,2022-23,13,10132.0,Imperial,Imperial County Office of Education,1225,671,54.8,554,45.2
5309,2022-23,13,63164.0,Imperial,Imperial Unified,4726,4396,93.0,330,7.0
5310,2022-23,13,63172.0,Imperial,Magnolia Union Elementary,128,124,96.9,4,3.1
5311,2022-23,13,63180.0,Imperial,McCabe Union Elementary,1239,1195,96.4,44,3.6
5312,2022-23,13,63198.0,Imperial,Meadows Union Elementary,439,370,84.3,69,15.7
5313,2022-23,13,63206.0,Imperial,Mulberry Elementary,76,61,80.3,15,19.7
5314,2022-23,13,63214.0,Imperial,San Pasqual Valley Unified,649,553,85.2,96,14.8
5315,2022-23,13,63222.0,Imperial,Seeley Union Elementary,383,328,85.6,55,14.4
5316,2022-23,13,63230.0,Imperial,Westmorland Union Elementary,364,318,87.4,46,12.6
5317,2022-23,14,63248.0,Inyo,Big Pine Unified,169,154,91.1,15,8.9
5318,2022-23,14,76687.0,Inyo,Bishop Unified,2017,1855,92.0,162,8.0
5319,2022-23,14,63271.0,Inyo,Death Valley Unified,27,17,63.0,10,37.0
5320,2022-23,14,10140.0,Inyo,Inyo County Office of Education,2244,525,23.4,1719,76.6
5321,2022-23,14,63289.0,Inyo,Lone Pine Unified,344,304,88.4,40,11.6
5322,2022-23,14,63297.0,Inyo,Owens Valley Unified,108,76,70.4,32,29.6
5323,2022-23,14,63305.0,Inyo,Round Valley Joint Elementary,67,63,94.0,4,6.0
5324,2022-23,15,63313.0,Kern,Arvin Union,3125,2759,88.3,366,11.7
5325,2022-23,15,63321.0,Kern,Bakersfield City,30938,26553,85.8,4385,14.2
5326,2022-23,15,63339.0,Kern,Beardsley Elementary,2227,1754,78.8,473,21.2
5327,2022-23,15,63354.0,Kern,Blake Elementary,17,17,100.0,0,0.0
5328,2022-23,15,63370.0,Kern,Buttonwillow Union Elementary,343,293,85.4,50,14.6
5329,2022-23,15,63388.0,Kern,Caliente Union Elementary,83,64,77.1,19,22.9
5330,2022-23,15,63412.0,Kern,Delano Joint Union High,4284,3871,90.4,413,9.6
5331,2022-23,15,63404.0,Kern,Delano Union Elementary,6530,6005,92.0,525,8.0
5332,2022-23,15,63420.0,Kern,Di Giorgio Elementary,251,216,86.1,35,13.9
5333,2022-23,15,63438.0,Kern,Edison Elementary,1190,1025,86.1,165,13.9
5334,2022-23,15,75168.0,Kern,El Tejon Unified,737,653,88.6,84,11.4
5335,2022-23,15,63446.0,Kern,Elk Hills Elementary,180,154,85.6,26,14.4
5336,2022-23,15,63461.0,Kern,Fairfax Elementary,2862,2482,86.7,380,13.3
5337,2022-23,15,63479.0,Kern,Fruitvale Elementary,3236,2900,89.6,336,10.4
5338,2022-23,15,63487.0,Kern,General Shafter Elementary,191,170,89.0,21,11.0
5339,2022-23,15,63503.0,Kern,Greenfield Union,9783,8642,88.3,1141,11.7
5340,2022-23,15,10157.0,Kern,Kern County Office of Education,7339,4850,66.1,2489,33.9
5341,2022-23,15,63529.0,Kern,Kern High,44631,39441,88.4,5190,11.6
5342,2022-23,15,63545.0,Kern,Kernville Union Elementary,898,746,83.1,152,16.9
5343,2022-23,15,63552.0,Kern,Lakeside Union,1734,1465,84.5,269,15.5
5344,2022-23,15,63560.0,Kern,Lamont Elementary,2855,2582,90.4,273,9.6
5345,2022-23,15,63586.0,Kern,Linns Valley-Poso Flat Union,19,14,73.7,5,26.3
5346,2022-23,15,63594.0,Kern,Lost Hills Union Elementary,292,252,86.3,40,13.7
5347,2022-23,15,63610.0,Kern,Maple Elementary,298,289,97.0,9,3.0
5348,2022-23,15,63628.0,Kern,Maricopa Unified,14370,12359,86.0,2011,14.0
5349,2022-23,15,73908.0,Kern,McFarland Unified,3580,3240,90.5,340,9.5
5350,2022-23,15,63651.0,Kern,McKittrick Elementary,81,71,87.7,10,12.3
5351,2022-23,15,63669.0,Kern,Midway Elementary,86,68,79.1,18,20.9
5352,2022-23,15,63677.0,Kern,Mojave Unified,3417,2608,76.3,809,23.7
5353,2022-23,15,63685.0,Kern,Muroc Joint Unified,1979,1576,79.6,403,20.4
5354,2022-23,15,63693.0,Kern,Norris Elementary,4104,3784,92.2,320,7.8
5355,2022-23,15,63362.0,Kern,Panama-Buena Vista Union,20344,17911,88.0,2433,12.0
5356,2022-23,15,63719.0,Kern,Pond Union Elementary,193,173,89.6,20,10.4
5357,2022-23,15,63578.0,Kern,Richland Union Elementary,3524,3224,91.5,300,8.5
5358,2022-23,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,1069,976,91.3,93,8.7
5359,2022-23,15,63750.0,Kern,Rosedale Union Elementary,6402,5871,91.7,531,8.3
5360,2022-23,15,63768.0,Kern,Semitropic Elementary,172,138,80.2,34,19.8
5361,2022-23,15,73742.0,Kern,Sierra Sands Unified,5557,4634,83.4,923,16.6
5362,2022-23,15,63784.0,Kern,South Fork Union,388,318,82.0,70,18.0
5363,2022-23,15,63776.0,Kern,Southern Kern Unified,3969,3293,83.0,676,17.0
5364,2022-23,15,63792.0,Kern,Standard Elementary,3383,2726,80.6,657,19.4
5365,2022-23,15,63800.0,Kern,Taft City,2564,2218,86.5,346,13.5
5366,2022-23,15,63818.0,Kern,Taft Union High,1268,1033,81.5,235,18.5
5367,2022-23,15,63826.0,Kern,Tehachapi Unified,4500,3844,85.4,656,14.6
5368,2022-23,15,63834.0,Kern,Vineland Elementary,721,607,84.2,114,15.8
5369,2022-23,15,63842.0,Kern,Wasco Union Elementary,3630,3272,90.1,358,9.9
5370,2022-23,15,63859.0,Kern,Wasco Union High,1934,1675,86.6,259,13.4
5371,2022-23,16,63875.0,Kings,Armona Union Elementary,2023,1464,72.4,559,27.6
5372,2022-23,16,63883.0,Kings,Central Union Elementary,1848,1491,80.7,357,19.3
5373,2022-23,16,63891.0,Kings,Corcoran Joint Unified,3441,3067,89.1,374,10.9
5374,2022-23,16,63917.0,Kings,Hanford Elementary,5874,5177,88.1,697,11.9
5375,2022-23,16,63925.0,Kings,Hanford Joint Union High,4429,3824,86.3,605,13.7
5376,2022-23,16,63933.0,Kings,Island Union Elementary,410,375,91.5,35,8.5
5377,2022-23,16,10165.0,Kings,Kings County Office of Education,451,298,66.1,153,33.9
5378,2022-23,16,63941.0,Kings,Kings River-Hardwick Union Elementary,840,812,96.7,28,3.3
5379,2022-23,16,63958.0,Kings,Kit Carson Union Elementary,2056,1326,64.5,730,35.5
5380,2022-23,16,63966.0,Kings,Lakeside Union Elementary,259,222,85.7,37,14.3
5381,2022-23,16,63974.0,Kings,Lemoore Union Elementary,3459,3045,88.0,414,12.0
5382,2022-23,16,63982.0,Kings,Lemoore Union High,2456,2159,87.9,297,12.1
5383,2022-23,16,63990.0,Kings,Pioneer Union Elementary,1680,1496,89.0,184,11.0
5384,2022-23,16,73932.0,Kings,Reef-Sunset Unified,2841,2530,89.1,311,10.9
5385,2022-23,17,64014.0,Lake,Kelseyville Unified,1960,1702,86.8,258,13.2
5386,2022-23,17,64022.0,Lake,Konocti Unified,4121,3454,83.8,667,16.2
5387,2022-23,17,10173.0,Lake,Lake County Office of Education,55,24,43.6,31,56.4
5388,2022-23,17,64030.0,Lake,Lakeport Unified,1482,1198,80.8,284,19.2
5389,2022-23,17,64048.0,Lake,Lucerne Elementary,345,262,75.9,83,24.1
5390,2022-23,17,64055.0,Lake,Middletown Unified,1800,1558,86.6,242,13.4
5391,2022-23,17,76976.0,Lake,Upper Lake Unified,1056,866,82.0,190,18.0
5392,2022-23,18,64089.0,Lassen,Big Valley Joint Unified,137,125,91.2,12,8.8
5393,2022-23,18,75036.0,Lassen,Fort Sage Unified,574,410,71.4,164,28.6
5394,2022-23,18,64105.0,Lassen,Janesville Union Elementary,350,305,87.1,45,12.9
5395,2022-23,18,64113.0,Lassen,Johnstonville Elementary,212,184,86.8,28,13.2
5396,2022-23,18,10181.0,Lassen,Lassen County Office of Education,13,11,84.6,2,15.4
5397,2022-23,18,64139.0,Lassen,Lassen Union High,922,779,84.5,143,15.5
5398,2022-23,18,64162.0,Lassen,Ravendale-Termo Elementary,12,6,50.0,6,50.0
5399,2022-23,18,64170.0,Lassen,Richmond Elementary,196,181,92.3,15,7.7
5400,2022-23,18,64188.0,Lassen,Shaffer Union Elementary,235,201,85.5,34,14.5
5401,2022-23,18,64196.0,Lassen,Susanville Elementary,1293,1055,81.6,238,18.4
5402,2022-23,18,64204.0,Lassen,Westwood Unified,194,156,80.4,38,19.6
5403,2022-23,19,64212.0,Los Angeles,ABC Unified,18981,17554,92.5,1427,7.5
5404,2022-23,19,75309.0,Los Angeles,Acton-Agua Dulce Unified,18233,9962,54.6,8271,45.4
5405,2022-23,19,75713.0,Los Angeles,Alhambra Unified,15498,14413,93.0,1085,7.0
5406,2022-23,19,64246.0,Los Angeles,Antelope Valley Union High,24496,19927,81.3,4569,18.7
5407,2022-23,19,64261.0,Los Angeles,Arcadia Unified,9196,8597,93.5,599,6.5
5408,2022-23,19,64279.0,Los Angeles,Azusa Unified,7142,6319,88.5,823,11.5
5409,2022-23,19,64287.0,Los Angeles,Baldwin Park Unified,13008,9850,75.7,3158,24.3
5410,2022-23,19,64295.0,Los Angeles,Bassett Unified,3122,2808,89.9,314,10.1
5411,2022-23,19,64303.0,Los Angeles,Bellflower Unified,10513,9382,89.2,1131,10.8
5412,2022-23,19,64311.0,Los Angeles,Beverly Hills Unified,3260,3047,93.5,213,6.5
5413,2022-23,19,64329.0,Los Angeles,Bonita Unified,10308,9582,93.0,726,7.0
5414,2022-23,19,64337.0,Los Angeles,Burbank Unified,15017,13727,91.4,1290,8.6
5415,2022-23,19,64345.0,Los Angeles,Castaic Union,1968,1843,93.6,125,6.4
5416,2022-23,19,64352.0,Los Angeles,Centinela Valley Union High,8653,5311,61.4,3342,38.6
5417,2022-23,19,64378.0,Los Angeles,Charter Oak Unified,4553,3980,87.4,573,12.6
5418,2022-23,19,64394.0,Los Angeles,Claremont Unified,6559,6161,93.9,398,6.1
5419,2022-23,19,73437.0,Los Angeles,Compton Unified,21867,18921,86.5,2946,13.5
5420,2022-23,19,64436.0,Los Angeles,Covina-Valley Unified,11690,10612,90.8,1078,9.2
5421,2022-23,19,64444.0,Los Angeles,Culver City Unified,6971,6706,96.2,265,3.8
5422,2022-23,19,64451.0,Los Angeles,Downey Unified,23244,21372,91.9,1872,8.1
5423,2022-23,19,64469.0,Los Angeles,Duarte Unified,13193,5683,43.1,7510,56.9
5424,2022-23,19,64485.0,Los Angeles,East Whittier City Elementary,8000,7505,93.8,495,6.2
5425,2022-23,19,64477.0,Los Angeles,Eastside Union Elementary,3505,2877,82.1,628,17.9
5426,2022-23,19,64501.0,Los Angeles,El Monte City,7461,6729,90.2,732,9.8
5427,2022-23,19,64519.0,Los Angeles,El Monte Union High,8195,7234,88.3,961,11.7
5428,2022-23,19,64527.0,Los Angeles,El Rancho Unified,7628,6832,89.6,796,10.4
5429,2022-23,19,64535.0,Los Angeles,El Segundo Unified,3555,3451,97.1,104,2.9
5430,2022-23,19,64550.0,Los Angeles,Garvey Elementary,4515,4080,90.4,435,9.6
5431,2022-23,19,64568.0,Los Angeles,Glendale Unified,25754,23484,91.2,2270,8.8
5432,2022-23,19,64576.0,Los Angeles,Glendora Unified,6682,6314,94.5,368,5.5
5433,2022-23,19,64584.0,Los Angeles,Gorman Joint,1464,1130,77.2,334,22.8
5434,2022-23,19,73445.0,Los Angeles,Hacienda la Puente Unified,16918,15324,90.6,1594,9.4
5435,2022-23,19,64592.0,Los Angeles,Hawthorne,7584,6711,88.5,873,11.5
5436,2022-23,19,64600.0,Los Angeles,Hermosa Beach City Elementary,1308,1248,95.4,60,4.6
5437,2022-23,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,184,162,88.0,22,12.0
5438,2022-23,19,64634.0,Los Angeles,Inglewood Unified,9754,8338,85.5,1416,14.5
5439,2022-23,19,64642.0,Los Angeles,Keppel Union Elementary,3288,2693,81.9,595,18.1
5440,2022-23,19,64659.0,Los Angeles,La Canada Unified,3935,3856,98.0,79,2.0
5441,2022-23,19,64667.0,Los Angeles,Lancaster Elementary,16764,13392,79.9,3372,20.1
5442,2022-23,19,64683.0,Los Angeles,Las Virgenes Unified,9983,9448,94.6,535,5.4
5443,2022-23,19,64691.0,Los Angeles,Lawndale Elementary,5313,4870,91.7,443,8.3
5444,2022-23,19,64709.0,Los Angeles,Lennox,6041,5637,93.3,404,6.7
5445,2022-23,19,64717.0,Los Angeles,Little Lake City Elementary,3923,3648,93.0,275,7.0
5446,2022-23,19,64725.0,Los Angeles,Long Beach Unified,68391,62160,90.9,6231,9.1
5447,2022-23,19,10199.0,Los Angeles,Los Angeles County Office of Education,11054,8204,74.2,2850,25.8
5448,2022-23,19,64733.0,Los Angeles,Los Angeles Unified,563192,504421,89.6,58771,10.4
5449,2022-23,19,64758.0,Los Angeles,Los Nietos,1346,1180,87.7,166,12.3
5450,2022-23,19,64774.0,Los Angeles,Lynwood Unified,12624,11158,88.4,1466,11.6
5451,2022-23,19,75333.0,Los Angeles,Manhattan Beach Unified,5995,5821,97.1,174,2.9
5452,2022-23,19,64790.0,Los Angeles,Monrovia Unified,5210,4770,91.6,440,8.4
5453,2022-23,19,64808.0,Los Angeles,Montebello Unified,21608,19503,90.3,2105,9.7
5454,2022-23,19,64816.0,Los Angeles,Mountain View Elementary,5248,4666,88.9,582,11.1
5455,2022-23,19,64832.0,Los Angeles,Newhall,6179,5758,93.2,421,6.8
5456,2022-23,19,64840.0,Los Angeles,Norwalk-La Mirada Unified,16068,14697,91.5,1371,8.5
5457,2022-23,19,64857.0,Los Angeles,Palmdale Elementary,23128,19239,83.2,3889,16.8
5458,2022-23,19,64865.0,Los Angeles,Palos Verdes Peninsula Unified,10662,10208,95.7,454,4.3
5459,2022-23,19,64873.0,Los Angeles,Paramount Unified,13396,11958,89.3,1438,10.7
5460,2022-23,19,64881.0,Los Angeles,Pasadena Unified,16193,14505,89.6,1688,10.4
5461,2022-23,19,64907.0,Los Angeles,Pomona Unified,23381,20398,87.2,2983,12.8
5462,2022-23,19,75341.0,Los Angeles,Redondo Beach Unified,9792,9270,94.7,522,5.3
5463,2022-23,19,64931.0,Los Angeles,Rosemead Elementary,2437,2218,91.0,219,9.0
5464,2022-23,19,73452.0,Los Angeles,Rowland Unified,14483,12375,85.4,2108,14.6
5465,2022-23,19,75291.0,Los Angeles,San Gabriel Unified,6429,4752,73.9,1677,26.1
5466,2022-23,19,64964.0,Los Angeles,San Marino Unified,2821,2709,96.0,112,4.0
5467,2022-23,19,64980.0,Los Angeles,Santa Monica-Malibu Unified,9058,8584,94.8,474,5.2
5468,2022-23,19,64998.0,Los Angeles,Saugus Union,9448,8903,94.2,545,5.8
5469,2022-23,19,76968.0,Los Angeles,SBE - Academia Avance Charter,280,240,85.7,40,14.3
5470,2022-23,19,77289.0,Los Angeles,SBE - Los Angeles College Prep Academy,55,36,65.5,19,34.5
5471,2022-23,19,75663.0,Los Angeles,SBE - New West Charter,1000,974,97.4,26,2.6
5472,2022-23,19,65029.0,Los Angeles,South Pasadena Unified,4749,4581,96.5,168,3.5
5473,2022-23,19,65037.0,Los Angeles,South Whittier Elementary,2475,2238,90.4,237,9.6
5474,2022-23,19,65045.0,Los Angeles,Sulphur Springs Union,5490,5047,91.9,443,8.1
5475,2022-23,19,65052.0,Los Angeles,Temple City Unified,5446,5062,92.9,384,7.1
5476,2022-23,19,65060.0,Los Angeles,Torrance Unified,22575,21187,93.9,1388,6.1
5477,2022-23,19,65078.0,Los Angeles,Valle Lindo Elementary,936,857,91.6,79,8.4
5478,2022-23,19,73460.0,Los Angeles,Walnut Valley Unified,13961,13224,94.7,737,5.3
5479,2022-23,19,65094.0,Los Angeles,West Covina Unified,16523,13615,82.4,2908,17.6
5480,2022-23,19,65102.0,Los Angeles,Westside Union Elementary,9612,8436,87.8,1176,12.2
5481,2022-23,19,65110.0,Los Angeles,Whittier City Elementary,5765,5256,91.2,509,8.8
5482,2022-23,19,65128.0,Los Angeles,Whittier Union High,11010,9602,87.2,1408,12.8
5483,2022-23,19,65136.0,Los Angeles,William S. Hart Union High,23524,21254,90.4,2270,9.6
5484,2022-23,19,65151.0,Los Angeles,Wilsona Elementary,1365,1128,82.6,237,17.4
5485,2022-23,19,76869.0,Los Angeles,Wiseburn Unified,5077,4822,95.0,255,5.0
5486,2022-23,20,65177.0,Madera,Alview-Dairyland Union Elementary,414,381,92.0,33,8.0
5487,2022-23,20,65185.0,Madera,Bass Lake Joint Union Elementary,928,796,85.8,132,14.2
5488,2022-23,20,75606.0,Madera,Chawanakee Unified,1543,1282,83.1,261,16.9
5489,2022-23,20,65193.0,Madera,Chowchilla Elementary,2353,2037,86.6,316,13.4
5490,2022-23,20,65201.0,Madera,Chowchilla Union High,1203,1037,86.2,166,13.8
5491,2022-23,20,75580.0,Madera,Golden Valley Unified,2786,2423,87.0,363,13.0
5492,2022-23,20,10207.0,Madera,Madera County Superintendent of Schools,936,540,57.7,396,42.3
5493,2022-23,20,65243.0,Madera,Madera Unified,22097,19917,90.1,2180,9.9
5494,2022-23,20,65276.0,Madera,Raymond-Knowles Union Elementary,93,71,76.3,22,23.7
5495,2022-23,20,76414.0,Madera,Yosemite Unified,1826,1538,84.2,288,15.8
5496,2022-23,21,65300.0,Marin,Bolinas-Stinson Union,104,98,94.2,6,5.8
5497,2022-23,21,65334.0,Marin,Kentfield Elementary,1078,1045,96.9,33,3.1
5498,2022-23,21,65342.0,Marin,Laguna Joint Elementary,16,16,100.0,0,0.0
5499,2022-23,21,65359.0,Marin,Lagunitas Elementary,173,152,87.9,21,12.1
5500,2022-23,21,65367.0,Marin,Larkspur-Corte Madera,1280,1248,97.5,32,2.5
5501,2022-23,21,10215.0,Marin,Marin County Office of Education,636,436,68.6,200,31.4
5502,2022-23,21,65391.0,Marin,Mill Valley Elementary,2409,2342,97.2,67,2.8
5503,2022-23,21,65318.0,Marin,Miller Creek Elementary,1886,1784,94.6,102,5.4
5504,2022-23,21,65409.0,Marin,Nicasio,35,33,94.3,2,5.7
5505,2022-23,21,65417.0,Marin,Novato Unified,7734,7136,92.3,598,7.7
5506,2022-23,21,65425.0,Marin,Reed Union Elementary,1045,1009,96.6,36,3.4
5507,2022-23,21,65433.0,Marin,Ross Elementary,362,356,98.3,6,1.7
5508,2022-23,21,75002.0,Marin,Ross Valley Elementary,1756,1688,96.1,68,3.9
5509,2022-23,21,65458.0,Marin,San Rafael City Elementary,4449,4209,94.6,240,5.4
5510,2022-23,21,65466.0,Marin,San Rafael City High,2836,2544,89.7,292,10.3
5511,2022-23,21,65474.0,Marin,Sausalito Marin City,361,304,84.2,57,15.8
5512,2022-23,21,73361.0,Marin,Shoreline Unified,497,455,91.5,42,8.5
5513,2022-23,21,65482.0,Marin,Tamalpais Union High,4913,4719,96.1,194,3.9
5514,2022-23,22,10223.0,Mariposa,Mariposa County Office of Education,69,45,65.2,24,34.8
5515,2022-23,22,65532.0,Mariposa,Mariposa County Unified,1972,1631,82.7,341,17.3
5516,2022-23,23,65540.0,Mendocino,Anderson Valley Unified,453,387,85.4,66,14.6
5517,2022-23,23,65557.0,Mendocino,Arena Union Elementary,314,278,88.5,36,11.5
5518,2022-23,23,65565.0,Mendocino,Fort Bragg Unified,1837,1660,90.4,177,9.6
5519,2022-23,23,73916.0,Mendocino,Laytonville Unified,364,300,82.4,64,17.6
5520,2022-23,23,75218.0,Mendocino,Leggett Valley Unified,131,112,85.5,19,14.5
5521,2022-23,23,65573.0,Mendocino,Manchester Union Elementary,36,30,83.3,6,16.7
5522,2022-23,23,10231.0,Mendocino,Mendocino County Office of Education,171,53,31.0,118,69.0
5523,2022-23,23,65581.0,Mendocino,Mendocino Unified,481,433,90.0,48,10.0
5524,2022-23,23,65599.0,Mendocino,Point Arena Joint Union High,142,122,85.9,20,14.1
5525,2022-23,23,73866.0,Mendocino,Potter Valley Community Unified,308,268,87.0,40,13.0
5526,2022-23,23,65607.0,Mendocino,Round Valley Unified,534,434,81.3,100,18.7
5527,2022-23,23,65615.0,Mendocino,Ukiah Unified,6804,6147,90.3,657,9.7
5528,2022-23,23,65623.0,Mendocino,Willits Unified,1993,1653,82.9,340,17.1
5529,2022-23,24,65631.0,Merced,Atwater Elementary,5251,4603,87.7,648,12.3
5530,2022-23,24,65649.0,Merced,Ballico-Cressey Elementary,388,346,89.2,42,10.8
5531,2022-23,24,75366.0,Merced,Delhi Unified,2555,2251,88.1,304,11.9
5532,2022-23,24,75317.0,Merced,Dos Palos Oro Loma Joint Unified,2428,2084,85.8,344,14.2
5533,2022-23,24,65680.0,Merced,El Nido Elementary,157,142,90.4,15,9.6
5534,2022-23,24,73619.0,Merced,Gustine Unified,1871,1584,84.7,287,15.3
5535,2022-23,24,65698.0,Merced,Hilmar Unified,2400,2227,92.8,173,7.2
5536,2022-23,24,65722.0,Merced,Le Grand Union Elementary,351,330,94.0,21,6.0
5537,2022-23,24,65730.0,Merced,Le Grand Union High,547,456,83.4,91,16.6
5538,2022-23,24,65748.0,Merced,Livingston Union,2643,2367,89.6,276,10.4
5539,2022-23,24,65755.0,Merced,Los Banos Unified,11682,10220,87.5,1462,12.5
5540,2022-23,24,65763.0,Merced,McSwain Union Elementary,907,864,95.3,43,4.7
5541,2022-23,24,65771.0,Merced,Merced City Elementary,11833,10210,86.3,1623,13.7
5542,2022-23,24,10249.0,Merced,Merced County Office of Education,2449,1274,52.0,1175,48.0
5543,2022-23,24,73726.0,Merced,Merced River Union Elementary,304,257,84.5,47,15.5
5544,2022-23,24,65789.0,Merced,Merced Union High,11640,10311,88.6,1329,11.4
5545,2022-23,24,65813.0,Merced,Plainsburg Union Elementary,112,104,92.9,8,7.1
5546,2022-23,24,65821.0,Merced,Planada Elementary,926,827,89.3,99,10.7
5547,2022-23,24,65839.0,Merced,Snelling-Merced Falls Union Elementary,63,46,73.0,17,27.0
5548,2022-23,24,65862.0,Merced,Weaver Union,3388,2997,88.5,391,11.5
5549,2022-23,24,65870.0,Merced,Winton,2052,1756,85.6,296,14.4
5550,2022-23,25,73585.0,Modoc,Modoc Joint Unified,889,766,86.2,123,13.8
5551,2022-23,25,65896.0,Modoc,Surprise Valley Joint Unified,110,85,77.3,25,22.7
5552,2022-23,25,73593.0,Modoc,Tulelake Basin Joint Unified,444,372,83.8,72,16.2
5553,2022-23,26,73668.0,Mono,Eastern Sierra Unified,411,377,91.7,34,8.3
5554,2022-23,26,73692.0,Mono,Mammoth Unified,1158,1081,93.4,77,6.6
5555,2022-23,26,10264.0,Mono,Mono County Office of Education,450,94,20.9,356,79.1
5556,2022-23,27,65961.0,Monterey,Alisal Union,7787,7030,90.3,757,9.7
5557,2022-23,27,75150.0,Monterey,Big Sur Unified,129,65,50.4,64,49.6
5558,2022-23,27,65979.0,Monterey,Bradley Union Elementary,43,39,90.7,4,9.3
5559,2022-23,27,65987.0,Monterey,Carmel Unified,2352,2199,93.5,153,6.5
5560,2022-23,27,65995.0,Monterey,Chualar Union,294,263,89.5,31,10.5
5561,2022-23,27,75473.0,Monterey,Gonzales Unified,2170,2033,93.7,137,6.3
5562,2022-23,27,66027.0,Monterey,Graves Elementary,35,31,88.6,4,11.4
5563,2022-23,27,66035.0,Monterey,Greenfield Union Elementary,3512,3152,89.7,360,10.3
5564,2022-23,27,66050.0,Monterey,King City Union,2673,2447,91.5,226,8.5
5565,2022-23,27,66076.0,Monterey,Lagunita Elementary,86,72,83.7,14,16.3
5566,2022-23,27,66084.0,Monterey,Mission Union Elementary,124,120,96.8,4,3.2
5567,2022-23,27,10272.0,Monterey,Monterey County Office of Education,2277,1635,71.8,642,28.2
5568,2022-23,27,66092.0,Monterey,Monterey Peninsula Unified,10528,9312,88.4,1216,11.6
5569,2022-23,27,73825.0,Monterey,North Monterey County Unified,4713,4198,89.1,515,10.9
5570,2022-23,27,66134.0,Monterey,Pacific Grove Unified,1857,1709,92.0,148,8.0
5571,2022-23,27,66142.0,Monterey,Salinas City Elementary,8653,7905,91.4,748,8.6
5572,2022-23,27,66159.0,Monterey,Salinas Union High,16920,15288,90.4,1632,9.6
5573,2022-23,27,66167.0,Monterey,San Antonio Union Elementary,151,119,78.8,32,21.2
5574,2022-23,27,66175.0,Monterey,San Ardo Union Elementary,95,73,76.8,22,23.2
5575,2022-23,27,66183.0,Monterey,San Lucas Union Elementary,81,64,79.0,17,21.0
5576,2022-23,27,66191.0,Monterey,Santa Rita Union Elementary,3411,3074,90.1,337,9.9
5577,2022-23,27,75440.0,Monterey,Soledad Unified,4940,4358,88.2,582,11.8
5578,2022-23,27,66068.0,Monterey,South Monterey County Joint Union High,2858,2503,87.6,355,12.4
5579,2022-23,27,66225.0,Monterey,Spreckels Union Elementary,942,905,96.1,37,3.9
5580,2022-23,27,66233.0,Monterey,Washington Union Elementary,758,714,94.2,44,5.8
5581,2022-23,28,66241.0,Napa,Calistoga Joint Unified,852,782,91.8,70,8.2
5582,2022-23,28,66258.0,Napa,Howell Mountain Elementary,108,103,95.4,5,4.6
5583,2022-23,28,10280.0,Napa,Napa County Office of Education,176,52,29.5,124,70.5
5584,2022-23,28,66266.0,Napa,Napa Valley Unified,16946,15859,93.6,1087,6.4
5585,2022-23,28,66282.0,Napa,Pope Valley Union Elementary,63,46,73.0,17,27.0
5586,2022-23,28,66290.0,Napa,Saint Helena Unified,1154,1095,94.9,59,5.1
5587,2022-23,29,66316.0,Nevada,Chicago Park Elementary,174,146,83.9,28,16.1
5588,2022-23,29,66324.0,Nevada,Clear Creek Elementary,161,149,92.5,12,7.5
5589,2022-23,29,66332.0,Nevada,Grass Valley Elementary,1699,1514,89.1,185,10.9
5590,2022-23,29,66340.0,Nevada,Nevada City Elementary,740,669,90.4,71,9.6
5591,2022-23,29,10298.0,Nevada,Nevada County Office of Education,4327,2221,51.3,2106,48.7
5592,2022-23,29,66357.0,Nevada,Nevada Joint Union High,2759,2374,86.0,385,14.0
5593,2022-23,29,76877.0,Nevada,Penn Valley Union Elementary,668,548,82.0,120,18.0
5594,2022-23,29,66373.0,Nevada,Pleasant Ridge Union Elementary,1494,1313,87.9,181,12.1
5595,2022-23,29,66415.0,Nevada,Twin Ridges Elementary,134,91,67.9,43,32.1
5596,2022-23,29,66407.0,Nevada,Union Hill Elementary,705,660,93.6,45,6.4
5597,2022-23,30,66423.0,Orange,Anaheim Elementary,16077,14507,90.2,1570,9.8
5598,2022-23,30,66431.0,Orange,Anaheim Union High,28784,26027,90.4,2757,9.6
5599,2022-23,30,66449.0,Orange,Brea-Olinda Unified,6019,5643,93.8,376,6.2
5600,2022-23,30,66456.0,Orange,Buena Park Elementary,4182,3756,89.8,426,10.2
5601,2022-23,30,66464.0,Orange,Capistrano Unified,51396,46878,91.2,4518,8.8
5602,2022-23,30,66472.0,Orange,Centralia Elementary,4331,3928,90.7,403,9.3
5603,2022-23,30,66480.0,Orange,Cypress Elementary,3525,3286,93.2,239,6.8
5604,2022-23,30,66498.0,Orange,Fountain Valley Elementary,6145,5815,94.6,330,5.4
5605,2022-23,30,66506.0,Orange,Fullerton Elementary,12036,11280,93.7,756,6.3
5606,2022-23,30,66514.0,Orange,Fullerton Joint Union High,13572,12257,90.3,1315,9.7
5607,2022-23,30,66522.0,Orange,Garden Grove Unified,39713,36719,92.5,2994,7.5
