,Academic Year,County Code,District Code,County Name,District Name,Adjusted Cumulative Enrollment,Stability Count,Stability Rate (percent),Non-Stability Count,Non-Stability Rate (percent)
3212,2020-21,11,10116.0,Glenn,Glenn County Office of Education,693,380,54.8,313,45.2
3213,2020-21,11,76562.0,Glenn,Hamilton Unified,752,689,91.6,63,8.4
3214,2020-21,11,62596.0,Glenn,Lake Elementary,687,559,81.4,128,18.6
3215,2020-21,11,75481.0,Glenn,Orland Joint Unified,2373,2109,88.9,264,11.1
3216,2020-21,11,62638.0,Glenn,Plaza Elementary,199,176,88.4,23,11.6
3217,2020-21,11,62646.0,Glenn,Princeton Joint Unified,158,131,82.9,27,17.1
3218,2020-21,11,62653.0,Glenn,Stony Creek Joint Unified,100,58,58.0,42,42.0
3219,2020-21,11,62661.0,Glenn,Willows Unified,1471,1247,84.8,224,15.2
3220,2020-21,12,62679.0,Humboldt,Arcata Elementary,1201,1080,89.9,121,10.1
3221,2020-21,12,62695.0,Humboldt,Big Lagoon Union Elementary,24,22,91.7,2,8.3
3222,2020-21,12,62703.0,Humboldt,Blue Lake Union Elementary,198,166,83.8,32,16.2
3223,2020-21,12,62729.0,Humboldt,Bridgeville Elementary,49,38,77.6,11,22.4
3224,2020-21,12,62737.0,Humboldt,Cuddeback Union Elementary,138,129,93.5,9,6.5
3225,2020-21,12,62745.0,Humboldt,Cutten Elementary,602,563,93.5,39,6.5
3226,2020-21,12,75515.0,Humboldt,Eureka City Schools,3946,3443,87.3,503,12.7
3227,2020-21,12,75374.0,Humboldt,Ferndale Unified,486,441,90.7,45,9.3
3228,2020-21,12,62794.0,Humboldt,Fieldbrook Elementary,117,115,98.3,2,1.7
3229,2020-21,12,76802.0,Humboldt,Fortuna Elementary,1356,1178,86.9,178,13.1
3230,2020-21,12,62810.0,Humboldt,Fortuna Union High,1177,968,82.2,209,17.8
3231,2020-21,12,62828.0,Humboldt,Freshwater Elementary,328,306,93.3,22,6.7
3232,2020-21,12,62836.0,Humboldt,Garfield Elementary,58,58,100.0,0,0.0
3233,2020-21,12,62851.0,Humboldt,Green Point Elementary,11,10,90.9,1,9.1
3234,2020-21,12,10124.0,Humboldt,Humboldt County Office of Education,1065,821,77.1,244,22.9
3235,2020-21,12,62885.0,Humboldt,Hydesville Elementary,187,169,90.4,18,9.6
3236,2020-21,12,62893.0,Humboldt,Jacoby Creek Elementary,469,442,94.2,27,5.8
3237,2020-21,12,62901.0,Humboldt,Klamath-Trinity Joint Unified,1065,905,85.0,160,15.0
3238,2020-21,12,62919.0,Humboldt,Kneeland Elementary,38,23,60.5,15,39.5
3239,2020-21,12,62927.0,Humboldt,Loleta Union Elementary,115,89,77.4,26,22.6
3240,2020-21,12,62935.0,Humboldt,Maple Creek Elementary,11,11,100.0,0,0.0
3241,2020-21,12,75382.0,Humboldt,Mattole Unified,53,44,83.0,9,17.0
3242,2020-21,12,62950.0,Humboldt,McKinleyville Union Elementary,1037,940,90.6,97,9.4
3243,2020-21,12,62687.0,Humboldt,Northern Humboldt Union High,1878,1700,90.5,178,9.5
3244,2020-21,12,62968.0,Humboldt,Orick Elementary,26,20,76.9,6,23.1
3245,2020-21,12,62976.0,Humboldt,Pacific Union Elementary,614,544,88.6,70,11.4
3246,2020-21,12,62984.0,Humboldt,Peninsula Union,50,30,60.0,20,40.0
3247,2020-21,12,63008.0,Humboldt,Rio Dell Elementary,327,275,84.1,52,15.9
3248,2020-21,12,63024.0,Humboldt,Scotia Union Elementary,202,178,88.1,24,11.9
3249,2020-21,12,63032.0,Humboldt,South Bay Union Elementary,1030,888,86.2,142,13.8
3250,2020-21,12,63040.0,Humboldt,Southern Humboldt Joint Unified,717,590,82.3,127,17.7
3251,2020-21,12,63057.0,Humboldt,Trinidad Union Elementary,198,181,91.4,17,8.6
3252,2020-21,13,63073.0,Imperial,Brawley Elementary,4000,3803,95.1,197,4.9
3253,2020-21,13,63081.0,Imperial,Brawley Union High,2077,1879,90.5,198,9.5
3254,2020-21,13,63099.0,Imperial,Calexico Unified,9027,8348,92.5,679,7.5
3255,2020-21,13,63107.0,Imperial,Calipatria Unified,1166,1088,93.3,78,6.7
3256,2020-21,13,63115.0,Imperial,Central Union High,4248,3904,91.9,344,8.1
3257,2020-21,13,63123.0,Imperial,El Centro Elementary,5708,5330,93.4,378,6.6
3258,2020-21,13,63131.0,Imperial,Heber Elementary,1209,1168,96.6,41,3.4
3259,2020-21,13,63149.0,Imperial,Holtville Unified,1667,1564,93.8,103,6.2
3260,2020-21,13,10132.0,Imperial,Imperial County Office of Education,950,621,65.4,329,34.6
3261,2020-21,13,63164.0,Imperial,Imperial Unified,4426,4239,95.8,187,4.2
3262,2020-21,13,63172.0,Imperial,Magnolia Union Elementary,138,126,91.3,12,8.7
3263,2020-21,13,63180.0,Imperial,McCabe Union Elementary,1335,1288,96.5,47,3.5
3264,2020-21,13,63198.0,Imperial,Meadows Union Elementary,431,413,95.8,18,4.2
3265,2020-21,13,63206.0,Imperial,Mulberry Elementary,83,75,90.4,8,9.6
3266,2020-21,13,63214.0,Imperial,San Pasqual Valley Unified,649,569,87.7,80,12.3
3267,2020-21,13,63222.0,Imperial,Seeley Union Elementary,422,382,90.5,40,9.5
3268,2020-21,13,63230.0,Imperial,Westmorland Union Elementary,379,365,96.3,14,3.7
3269,2020-21,14,63248.0,Inyo,Big Pine Unified,186,150,80.6,36,19.4
3270,2020-21,14,76687.0,Inyo,Bishop Unified,2091,1850,88.5,241,11.5
3271,2020-21,14,63271.0,Inyo,Death Valley Unified,25,18,72.0,7,28.0
3272,2020-21,14,10140.0,Inyo,Inyo County Office of Education,2414,746,30.9,1668,69.1
3273,2020-21,14,63289.0,Inyo,Lone Pine Unified,336,308,91.7,28,8.3
3274,2020-21,14,63297.0,Inyo,Owens Valley Unified,73,61,83.6,12,16.4
3275,2020-21,14,63305.0,Inyo,Round Valley Joint Elementary,73,57,78.1,16,21.9
3276,2020-21,15,63313.0,Kern,Arvin Union,3122,2896,92.8,226,7.2
3277,2020-21,15,63321.0,Kern,Bakersfield City,30881,27451,88.9,3430,11.1
3278,2020-21,15,63339.0,Kern,Beardsley Elementary,2072,1693,81.7,379,18.3
3279,2020-21,15,63347.0,Kern,Belridge Elementary,25,25,100.0,0,0.0
3280,2020-21,15,63354.0,Kern,Blake Elementary,22,22,100.0,0,0.0
3281,2020-21,15,63370.0,Kern,Buttonwillow Union Elementary,334,300,89.8,34,10.2
3282,2020-21,15,63388.0,Kern,Caliente Union Elementary,59,37,62.7,22,37.3
3283,2020-21,15,63412.0,Kern,Delano Joint Union High,4313,3974,92.1,339,7.9
3284,2020-21,15,63404.0,Kern,Delano Union Elementary,6574,6274,95.4,300,4.6
3285,2020-21,15,63420.0,Kern,Di Giorgio Elementary,207,193,93.2,14,6.8
3286,2020-21,15,63438.0,Kern,Edison Elementary,1077,955,88.7,122,11.3
3287,2020-21,15,75168.0,Kern,El Tejon Unified,752,658,87.5,94,12.5
3288,2020-21,15,63446.0,Kern,Elk Hills Elementary,183,163,89.1,20,10.9
3289,2020-21,15,63461.0,Kern,Fairfax Elementary,2877,2505,87.1,372,12.9
3290,2020-21,15,63479.0,Kern,Fruitvale Elementary,3233,2888,89.3,345,10.7
3291,2020-21,15,63487.0,Kern,General Shafter Elementary,190,170,89.5,20,10.5
3292,2020-21,15,63503.0,Kern,Greenfield Union,9815,8842,90.1,973,9.9
3293,2020-21,15,10157.0,Kern,Kern County Office of Education,7034,4971,70.7,2063,29.3
3294,2020-21,15,63529.0,Kern,Kern High,43448,39998,92.1,3450,7.9
3295,2020-21,15,63545.0,Kern,Kernville Union Elementary,911,757,83.1,154,16.9
3296,2020-21,15,63552.0,Kern,Lakeside Union,1532,1355,88.4,177,11.6
3297,2020-21,15,63560.0,Kern,Lamont Elementary,2939,2780,94.6,159,5.4
3298,2020-21,15,63586.0,Kern,Linns Valley-Poso Flat Union,18,14,77.8,4,22.2
3299,2020-21,15,63594.0,Kern,Lost Hills Union Elementary,312,272,87.2,40,12.8
3300,2020-21,15,63610.0,Kern,Maple Elementary,292,284,97.3,8,2.7
3301,2020-21,15,63628.0,Kern,Maricopa Unified,13841,11969,86.5,1872,13.5
3302,2020-21,15,73908.0,Kern,McFarland Unified,3583,3347,93.4,236,6.6
3303,2020-21,15,63651.0,Kern,McKittrick Elementary,68,67,98.5,1,1.5
3304,2020-21,15,63669.0,Kern,Midway Elementary,85,66,77.6,19,22.4
3305,2020-21,15,63677.0,Kern,Mojave Unified,3107,2670,85.9,437,14.1
3306,2020-21,15,63685.0,Kern,Muroc Joint Unified,1853,1554,83.9,299,16.1
3307,2020-21,15,63693.0,Kern,Norris Elementary,4112,3711,90.2,401,9.8
3308,2020-21,15,63362.0,Kern,Panama-Buena Vista Union,19180,17455,91.0,1725,9.0
3309,2020-21,15,63719.0,Kern,Pond Union Elementary,182,147,80.8,35,19.2
3310,2020-21,15,63578.0,Kern,Richland Union Elementary,3520,3283,93.3,237,6.7
3311,2020-21,15,73544.0,Kern,Rio Bravo-Greeley Union Elementary,1053,946,89.8,107,10.2
3312,2020-21,15,63750.0,Kern,Rosedale Union Elementary,6144,5528,90.0,616,10.0
3313,2020-21,15,63768.0,Kern,Semitropic Elementary,184,160,87.0,24,13.0
3314,2020-21,15,73742.0,Kern,Sierra Sands Unified,5371,4501,83.8,870,16.2
3315,2020-21,15,63784.0,Kern,South Fork Union,313,259,82.7,54,17.3
3316,2020-21,15,63776.0,Kern,Southern Kern Unified,3588,3131,87.3,457,12.7
3317,2020-21,15,63792.0,Kern,Standard Elementary,3172,2677,84.4,495,15.6
3318,2020-21,15,63800.0,Kern,Taft City,2517,2203,87.5,314,12.5
3319,2020-21,15,63818.0,Kern,Taft Union High,1143,1005,87.9,138,12.1
3320,2020-21,15,63826.0,Kern,Tehachapi Unified,4268,3632,85.1,636,14.9
3321,2020-21,15,63834.0,Kern,Vineland Elementary,705,621,88.1,84,11.9
3322,2020-21,15,63842.0,Kern,Wasco Union Elementary,3619,3338,92.2,281,7.8
3323,2020-21,15,63859.0,Kern,Wasco Union High,1971,1799,91.3,172,8.7
3324,2020-21,16,63875.0,Kings,Armona Union Elementary,1907,1512,79.3,395,20.7
3325,2020-21,16,63883.0,Kings,Central Union Elementary,1968,1639,83.3,329,16.7
3326,2020-21,16,63891.0,Kings,Corcoran Joint Unified,3446,3087,89.6,359,10.4
3327,2020-21,16,63917.0,Kings,Hanford Elementary,6033,4893,81.1,1140,18.9
3328,2020-21,16,63925.0,Kings,Hanford Joint Union High,4217,3646,86.5,571,13.5
3329,2020-21,16,63933.0,Kings,Island Union Elementary,419,377,90.0,42,10.0
3330,2020-21,16,10165.0,Kings,Kings County Office of Education,418,292,69.9,126,30.1
3331,2020-21,16,63941.0,Kings,Kings River-Hardwick Union Elementary,845,802,94.9,43,5.1
3332,2020-21,16,63958.0,Kings,Kit Carson Union Elementary,2077,1301,62.6,776,37.4
3333,2020-21,16,63966.0,Kings,Lakeside Union Elementary,292,249,85.3,43,14.7
3334,2020-21,16,63974.0,Kings,Lemoore Union Elementary,3473,2780,80.0,693,20.0
3335,2020-21,16,63982.0,Kings,Lemoore Union High,2425,2197,90.6,228,9.4
3336,2020-21,16,63990.0,Kings,Pioneer Union Elementary,1646,1474,89.6,172,10.4
3337,2020-21,16,73932.0,Kings,Reef-Sunset Unified,2859,2606,91.2,253,8.8
3338,2020-21,17,64014.0,Lake,Kelseyville Unified,1871,1582,84.6,289,15.4
3339,2020-21,17,64022.0,Lake,Konocti Unified,3859,3367,87.3,492,12.7
3340,2020-21,17,10173.0,Lake,Lake County Office of Education,27,21,77.8,6,22.2
3341,2020-21,17,64030.0,Lake,Lakeport Unified,1481,1269,85.7,212,14.3
3342,2020-21,17,64048.0,Lake,Lucerne Elementary,306,250,81.7,56,18.3
3343,2020-21,17,64055.0,Lake,Middletown Unified,1771,1528,86.3,243,13.7
3344,2020-21,17,76976.0,Lake,Upper Lake Unified,919,797,86.7,122,13.3
3345,2020-21,18,64089.0,Lassen,Big Valley Joint Unified,138,109,79.0,29,21.0
3346,2020-21,18,75036.0,Lassen,Fort Sage Unified,579,453,78.2,126,21.8
3347,2020-21,18,64105.0,Lassen,Janesville Union Elementary,417,337,80.8,80,19.2
3348,2020-21,18,64113.0,Lassen,Johnstonville Elementary,204,159,77.9,45,22.1
3349,2020-21,18,10181.0,Lassen,Lassen County Office of Education,12,10,83.3,2,16.7
3350,2020-21,18,64139.0,Lassen,Lassen Union High,890,741,83.3,149,16.7
3351,2020-21,18,64162.0,Lassen,Ravendale-Termo Elementary,16,11,68.8,5,31.3
3352,2020-21,18,64170.0,Lassen,Richmond Elementary,216,202,93.5,14,6.5
3353,2020-21,18,64188.0,Lassen,Shaffer Union Elementary,207,170,82.1,37,17.9
3354,2020-21,18,64196.0,Lassen,Susanville Elementary,1364,1081,79.3,283,20.7
3355,2020-21,18,64204.0,Lassen,Westwood Unified,222,163,73.4,59,26.6
3356,2020-21,19,64212.0,Los Angeles,ABC Unified,19923,19093,95.8,830,4.2
3357,2020-21,19,75309.0,Los Angeles,Acton-Agua Dulce Unified,17330,10640,61.4,6690,38.6
3358,2020-21,19,75713.0,Los Angeles,Alhambra Unified,16016,15404,96.2,612,3.8
3359,2020-21,19,64246.0,Los Angeles,Antelope Valley Union High,24015,20687,86.1,3328,13.9
3360,2020-21,19,64261.0,Los Angeles,Arcadia Unified,9204,8698,94.5,506,5.5
3361,2020-21,19,64279.0,Los Angeles,Azusa Unified,7603,7133,93.8,470,6.2
3362,2020-21,19,64287.0,Los Angeles,Baldwin Park Unified,20432,13446,65.8,6986,34.2
3363,2020-21,19,64295.0,Los Angeles,Bassett Unified,3299,3148,95.4,151,4.6
3364,2020-21,19,64303.0,Los Angeles,Bellflower Unified,11043,10351,93.7,692,6.3
3365,2020-21,19,64311.0,Los Angeles,Beverly Hills Unified,3404,3236,95.1,168,4.9
3366,2020-21,19,64329.0,Los Angeles,Bonita Unified,9969,9281,93.1,688,6.9
3367,2020-21,19,64337.0,Los Angeles,Burbank Unified,15027,14205,94.5,822,5.5
3368,2020-21,19,64345.0,Los Angeles,Castaic Union,1948,1803,92.6,145,7.4
3369,2020-21,19,64352.0,Los Angeles,Centinela Valley Union High,7444,6106,82.0,1338,18.0
3370,2020-21,19,64378.0,Los Angeles,Charter Oak Unified,4691,4284,91.3,407,8.7
3371,2020-21,19,64394.0,Los Angeles,Claremont Unified,6869,6579,95.8,290,4.2
3372,2020-21,19,73437.0,Los Angeles,Compton Unified,23148,21172,91.5,1976,8.5
3373,2020-21,19,64436.0,Los Angeles,Covina-Valley Unified,11767,11065,94.0,702,6.0
3374,2020-21,19,64444.0,Los Angeles,Culver City Unified,7170,6950,96.9,220,3.1
3375,2020-21,19,64451.0,Los Angeles,Downey Unified,22728,21618,95.1,1110,4.9
3376,2020-21,19,64469.0,Los Angeles,Duarte Unified,10106,4964,49.1,5142,50.9
3377,2020-21,19,64485.0,Los Angeles,East Whittier City Elementary,8451,8034,95.1,417,4.9
3378,2020-21,19,64477.0,Los Angeles,Eastside Union Elementary,3318,3021,91.0,297,9.0
3379,2020-21,19,64501.0,Los Angeles,El Monte City,7825,7420,94.8,405,5.2
3380,2020-21,19,64519.0,Los Angeles,El Monte Union High,8585,7975,92.9,610,7.1
3381,2020-21,19,64527.0,Los Angeles,El Rancho Unified,8158,7747,95.0,411,5.0
3382,2020-21,19,64535.0,Los Angeles,El Segundo Unified,3521,3348,95.1,173,4.9
3383,2020-21,19,64550.0,Los Angeles,Garvey Elementary,4509,4343,96.3,166,3.7
3384,2020-21,19,64568.0,Los Angeles,Glendale Unified,25503,23926,93.8,1577,6.2
3385,2020-21,19,64576.0,Los Angeles,Glendora Unified,7006,6642,94.8,364,5.2
3386,2020-21,19,64584.0,Los Angeles,Gorman Joint,1406,1202,85.5,204,14.5
3387,2020-21,19,73445.0,Los Angeles,Hacienda la Puente Unified,17714,16782,94.7,932,5.3
3388,2020-21,19,64592.0,Los Angeles,Hawthorne,7841,7191,91.7,650,8.3
3389,2020-21,19,64600.0,Los Angeles,Hermosa Beach City Elementary,1258,1153,91.7,105,8.3
3390,2020-21,19,64626.0,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,180,162,90.0,18,10.0
3391,2020-21,19,64634.0,Los Angeles,Inglewood Unified,10080,9313,92.4,767,7.6
3392,2020-21,19,64642.0,Los Angeles,Keppel Union Elementary,2970,2752,92.7,218,7.3
3393,2020-21,19,64659.0,Los Angeles,La Canada Unified,4061,3899,96.0,162,4.0
3394,2020-21,19,64667.0,Los Angeles,Lancaster Elementary,15749,14104,89.6,1645,10.4
3395,2020-21,19,64683.0,Los Angeles,Las Virgenes Unified,10552,9956,94.4,596,5.6
3396,2020-21,19,64691.0,Los Angeles,Lawndale Elementary,5581,5357,96.0,224,4.0
3397,2020-21,19,64709.0,Los Angeles,Lennox,6555,6341,96.7,214,3.3
3398,2020-21,19,64717.0,Los Angeles,Little Lake City Elementary,4173,4001,95.9,172,4.1
3399,2020-21,19,64725.0,Los Angeles,Long Beach Unified,71597,67653,94.5,3944,5.5
3400,2020-21,19,10199.0,Los Angeles,Los Angeles County Office of Education,10129,7961,78.6,2168,21.4
3401,2020-21,19,64733.0,Los Angeles,Los Angeles Unified,589498,541854,91.9,47644,8.1
3402,2020-21,19,64758.0,Los Angeles,Los Nietos,1414,1346,95.2,68,4.8
3403,2020-21,19,64766.0,Los Angeles,Lowell Joint,3284,3036,92.4,248,7.6
3404,2020-21,19,64774.0,Los Angeles,Lynwood Unified,13034,12340,94.7,694,5.3
3405,2020-21,19,75333.0,Los Angeles,Manhattan Beach Unified,6169,5663,91.8,506,8.2
3406,2020-21,19,64790.0,Los Angeles,Monrovia Unified,5392,5106,94.7,286,5.3
3407,2020-21,19,64808.0,Los Angeles,Montebello Unified,23679,22384,94.5,1295,5.5
3408,2020-21,19,64816.0,Los Angeles,Mountain View Elementary,5943,5664,95.3,279,4.7
3409,2020-21,19,64832.0,Los Angeles,Newhall,6202,5362,86.5,840,13.5
3410,2020-21,19,64840.0,Los Angeles,Norwalk-La Mirada Unified,16594,15662,94.4,932,5.6
3411,2020-21,19,64857.0,Los Angeles,Palmdale Elementary,22793,20415,89.6,2378,10.4
3412,2020-21,19,64865.0,Los Angeles,Palos Verdes Peninsula Unified,10747,10118,94.1,629,5.9
3413,2020-21,19,64873.0,Los Angeles,Paramount Unified,14068,13386,95.2,682,4.8
3414,2020-21,19,64881.0,Los Angeles,Pasadena Unified,17417,16031,92.0,1386,8.0
3415,2020-21,19,64907.0,Los Angeles,Pomona Unified,23298,21614,92.8,1684,7.2
3416,2020-21,19,75341.0,Los Angeles,Redondo Beach Unified,10016,9469,94.5,547,5.5
3417,2020-21,19,64931.0,Los Angeles,Rosemead Elementary,2385,2275,95.4,110,4.6
3418,2020-21,19,73452.0,Los Angeles,Rowland Unified,14191,13284,93.6,907,6.4
3419,2020-21,19,75291.0,Los Angeles,San Gabriel Unified,6819,5110,74.9,1709,25.1
3420,2020-21,19,64964.0,Los Angeles,San Marino Unified,2899,2751,94.9,148,5.1
3421,2020-21,19,64980.0,Los Angeles,Santa Monica-Malibu Unified,9933,9271,93.3,662,6.7
3422,2020-21,19,64998.0,Los Angeles,Saugus Union,9443,8197,86.8,1246,13.2
3423,2020-21,19,76968.0,Los Angeles,SBE - Academia Avance Charter,301,286,95.0,15,5.0
3424,2020-21,19,77081.0,Los Angeles,SBE - Celerity Himalia,710,699,98.5,11,1.5
3425,2020-21,19,77289.0,Los Angeles,SBE - Los Angeles College Prep Academy,68,59,86.8,9,13.2
3426,2020-21,19,75663.0,Los Angeles,SBE - New West Charter,1051,1041,99.0,10,1.0
3427,2020-21,19,76992.0,Los Angeles,SBE - Prepa Tec Los Angeles High,326,316,96.9,10,3.1
3428,2020-21,19,75697.0,Los Angeles,SBE - The School of Arts and Enterprise,753,700,93.0,53,7.0
3429,2020-21,19,65029.0,Los Angeles,South Pasadena Unified,4855,4588,94.5,267,5.5
3430,2020-21,19,65037.0,Los Angeles,South Whittier Elementary,2534,2387,94.2,147,5.8
3431,2020-21,19,65045.0,Los Angeles,Sulphur Springs Union,5293,4867,92.0,426,8.0
3432,2020-21,19,65052.0,Los Angeles,Temple City Unified,5559,5353,96.3,206,3.7
3433,2020-21,19,65060.0,Los Angeles,Torrance Unified,23037,21716,94.3,1321,5.7
3434,2020-21,19,65078.0,Los Angeles,Valle Lindo Elementary,1026,998,97.3,28,2.7
3435,2020-21,19,73460.0,Los Angeles,Walnut Valley Unified,13784,13259,96.2,525,3.8
3436,2020-21,19,65094.0,Los Angeles,West Covina Unified,15169,13752,90.7,1417,9.3
3437,2020-21,19,65102.0,Los Angeles,Westside Union Elementary,9602,8621,89.8,981,10.2
3438,2020-21,19,65110.0,Los Angeles,Whittier City Elementary,6036,5722,94.8,314,5.2
3439,2020-21,19,65128.0,Los Angeles,Whittier Union High,11471,10672,93.0,799,7.0
3440,2020-21,19,65136.0,Los Angeles,William S. Hart Union High,24541,22600,92.1,1941,7.9
3441,2020-21,19,65151.0,Los Angeles,Wilsona Elementary,1305,1156,88.6,149,11.4
3442,2020-21,19,76869.0,Los Angeles,Wiseburn Unified,4845,4658,96.1,187,3.9
3443,2020-21,20,65177.0,Madera,Alview-Dairyland Union Elementary,395,346,87.6,49,12.4
3444,2020-21,20,65185.0,Madera,Bass Lake Joint Union Elementary,902,704,78.0,198,22.0
3445,2020-21,20,75606.0,Madera,Chawanakee Unified,1679,1397,83.2,282,16.8
3446,2020-21,20,65193.0,Madera,Chowchilla Elementary,2326,2066,88.8,260,11.2
3447,2020-21,20,65201.0,Madera,Chowchilla Union High,1156,1020,88.2,136,11.8
3448,2020-21,20,75580.0,Madera,Golden Valley Unified,2284,1810,79.2,474,20.8
3449,2020-21,20,10207.0,Madera,Madera County Superintendent of Schools,951,589,61.9,362,38.1
3450,2020-21,20,65243.0,Madera,Madera Unified,21563,19976,92.6,1587,7.4
3451,2020-21,20,65276.0,Madera,Raymond-Knowles Union Elementary,81,68,84.0,13,16.0
3452,2020-21,20,76414.0,Madera,Yosemite Unified,1847,1470,79.6,377,20.4
3453,2020-21,21,65300.0,Marin,Bolinas-Stinson Union,92,78,84.8,14,15.2
3454,2020-21,21,65334.0,Marin,Kentfield Elementary,1122,1069,95.3,53,4.7
3455,2020-21,21,65342.0,Marin,Laguna Joint Elementary,20,14,70.0,6,30.0
3456,2020-21,21,65359.0,Marin,Lagunitas Elementary,239,200,83.7,39,16.3
3457,2020-21,21,65367.0,Marin,Larkspur-Corte Madera,1491,1389,93.2,102,6.8
3458,2020-21,21,65375.0,Marin,Lincoln Elementary,*,*,*,*,*
3459,2020-21,21,10215.0,Marin,Marin County Office of Education,417,267,64.0,150,36.0
3460,2020-21,21,65391.0,Marin,Mill Valley Elementary,2737,2539,92.8,198,7.2
3461,2020-21,21,65318.0,Marin,Miller Creek Elementary,1918,1693,88.3,225,11.7
3462,2020-21,21,65409.0,Marin,Nicasio,37,33,89.2,4,10.8
3463,2020-21,21,65417.0,Marin,Novato Unified,7742,6942,89.7,800,10.3
3464,2020-21,21,65425.0,Marin,Reed Union Elementary,1205,1103,91.5,102,8.5
3465,2020-21,21,65433.0,Marin,Ross Elementary,395,361,91.4,34,8.6
3466,2020-21,21,75002.0,Marin,Ross Valley Elementary,1844,1698,92.1,146,7.9
3467,2020-21,21,65458.0,Marin,San Rafael City Elementary,4534,4178,92.1,356,7.9
3468,2020-21,21,65466.0,Marin,San Rafael City High,2746,2569,93.6,177,6.4
3469,2020-21,21,65474.0,Marin,Sausalito Marin City,488,436,89.3,52,10.7
3470,2020-21,21,77065.0,Marin,SBE - Ross Valley Elementary,227,183,80.6,44,19.4
3471,2020-21,21,73361.0,Marin,Shoreline Unified,519,478,92.1,41,7.9
3472,2020-21,21,65482.0,Marin,Tamalpais Union High,5235,5031,96.1,204,3.9
3473,2020-21,22,10223.0,Mariposa,Mariposa County Office of Education,46,33,71.7,13,28.3
3474,2020-21,22,65532.0,Mariposa,Mariposa County Unified,1923,1492,77.6,431,22.4
3475,2020-21,23,65540.0,Mendocino,Anderson Valley Unified,460,419,91.1,41,8.9
3476,2020-21,23,65557.0,Mendocino,Arena Union Elementary,298,262,87.9,36,12.1
3477,2020-21,23,65565.0,Mendocino,Fort Bragg Unified,1835,1692,92.2,143,7.8
3478,2020-21,23,73916.0,Mendocino,Laytonville Unified,379,327,86.3,52,13.7
3479,2020-21,23,75218.0,Mendocino,Leggett Valley Unified,145,120,82.8,25,17.2
3480,2020-21,23,65573.0,Mendocino,Manchester Union Elementary,44,39,88.6,5,11.4
3481,2020-21,23,10231.0,Mendocino,Mendocino County Office of Education,138,83,60.1,55,39.9
3482,2020-21,23,65581.0,Mendocino,Mendocino Unified,491,440,89.6,51,10.4
3483,2020-21,23,65599.0,Mendocino,Point Arena Joint Union High,152,128,84.2,24,15.8
3484,2020-21,23,73866.0,Mendocino,Potter Valley Community Unified,280,256,91.4,24,8.6
3485,2020-21,23,65607.0,Mendocino,Round Valley Unified,530,470,88.7,60,11.3
3486,2020-21,23,65615.0,Mendocino,Ukiah Unified,6763,6268,92.7,495,7.3
3487,2020-21,23,65623.0,Mendocino,Willits Unified,1941,1651,85.1,290,14.9
3488,2020-21,24,65631.0,Merced,Atwater Elementary,5077,4574,90.1,503,9.9
3489,2020-21,24,65649.0,Merced,Ballico-Cressey Elementary,358,330,92.2,28,7.8
3490,2020-21,24,75366.0,Merced,Delhi Unified,2601,2419,93.0,182,7.0
3491,2020-21,24,75317.0,Merced,Dos Palos Oro Loma Joint Unified,2424,2113,87.2,311,12.8
3492,2020-21,24,65680.0,Merced,El Nido Elementary,167,150,89.8,17,10.2
3493,2020-21,24,73619.0,Merced,Gustine Unified,1866,1638,87.8,228,12.2
3494,2020-21,24,65698.0,Merced,Hilmar Unified,2431,2230,91.7,201,8.3
3495,2020-21,24,65722.0,Merced,Le Grand Union Elementary,372,336,90.3,36,9.7
3496,2020-21,24,65730.0,Merced,Le Grand Union High,549,475,86.5,74,13.5
3497,2020-21,24,65748.0,Merced,Livingston Union,2607,2402,92.1,205,7.9
3498,2020-21,24,65755.0,Merced,Los Banos Unified,11320,10240,90.5,1080,9.5
3499,2020-21,24,65763.0,Merced,McSwain Union Elementary,885,791,89.4,94,10.6
3500,2020-21,24,65771.0,Merced,Merced City Elementary,11536,10331,89.6,1205,10.4
3501,2020-21,24,10249.0,Merced,Merced County Office of Education,1944,1177,60.5,767,39.5
3502,2020-21,24,73726.0,Merced,Merced River Union Elementary,260,197,75.8,63,24.2
3503,2020-21,24,65789.0,Merced,Merced Union High,11312,10447,92.4,865,7.6
3504,2020-21,24,65813.0,Merced,Plainsburg Union Elementary,109,101,92.7,8,7.3
3505,2020-21,24,65821.0,Merced,Planada Elementary,867,823,94.9,44,5.1
3506,2020-21,24,65839.0,Merced,Snelling-Merced Falls Union Elementary,85,65,76.5,20,23.5
3507,2020-21,24,65862.0,Merced,Weaver Union,3159,2810,89.0,349,11.0
3508,2020-21,24,65870.0,Merced,Winton,2054,1818,88.5,236,11.5
3509,2020-21,25,10256.0,Modoc,Modoc County Office of Education,24,23,95.8,1,4.2
3510,2020-21,25,73585.0,Modoc,Modoc Joint Unified,891,728,81.7,163,18.3
3511,2020-21,25,65896.0,Modoc,Surprise Valley Joint Unified,129,107,82.9,22,17.1
3512,2020-21,25,73593.0,Modoc,Tulelake Basin Joint Unified,437,378,86.5,59,13.5
3513,2020-21,26,73668.0,Mono,Eastern Sierra Unified,437,358,81.9,79,18.1
3514,2020-21,26,73692.0,Mono,Mammoth Unified,1163,1068,91.8,95,8.2
